Key,Id,Korean(ko)
9626d545c2694bd292bf79ea22f15d33_90_0,13533376634937348,고기 코어를 확보하세요!
96f4e288b2da481fb27f4a251b3c5e0c_90_0,12863354224762926,추락 현장으로 이동하기
970b77bc8ed04b3fb6ac4a9df5a207a6_4_0,12863354220568576,대형 글로보 파괴 완료
98a522e09cb5420fb918357103a41013_81_0,12863354224762920,상대를 고정하세요!
98a8f6a25bfa4799901701cb818c0d9a_77_0,50485223666515968,조르프젯 파괴 완료
9e417b53bbd949a386d2591e402d5f07_101_0,20866619597946881,펌프 청소하기
a169f4140ad1400281c0f9cbb7a7c6cf_96_0,12863354224762932,[InputAction:Gameplay/Jump] 키를 사용해 절벽 오르기
a169f4140ad1400281c0f9cbb7a7c6cf_97_0,31181757266366473,[InputAction:Gameplay/Jump] 키를 사용해 절벽 위로 점프하기
a1908cc5be6d465790e029e3f2e73d0d_98_0,16371853938163713,동굴 입구
a1bfc46fe1a54a509690de1b510631e3_88_0,53087326635548673,수정을 쏴서 정렬하기
a2a7d50a3af045e88d53a6481091ff5a_77_0,12863354224762915,갇혀 있는 랭거스 셰프 찾기
a6f8d590137c4bf3b33589b5e032a69c_73_0,12863354224762904,적 접근 중
a95b5d889fb84d7ba700d8975dc1d8a1_43_0,26214435956711424,위험한 알
bae246cb718c4be1ae01bf6826b33960_64_0,28599495512850432,칼립소의 심장 파괴 완료
bb07c029345a4e33bd8243e510d76cc2_69_0,13043324687474692,거너로이드 퇴치 완료
bd02e00fea674e84a16b0fc4d3a7c330_40_0,4741774349164544,수확기를 방어하세요!
bd02e00fea674e84a16b0fc4d3a7c330_90_0,35944490152747008,수확기 방어하기
becd4830a7ae4b778a2b0a39b3869500_43_0,12863354224762891,물고기 알 파괴 완료
bfd544a6595040d29ce21af210a4de5a_60_0,12863354224762898,모노리스 머리로 막힌 파이프
c17b8f905f334482a07ce6bfe92d5b23_81_0,12863354224762918,코치 댄과 대화하여 매치 시작하기
c284dddb27ca486cb0c83ae110eefa8d_41_0,13533376630743044,티클러
c483f6bd06c94bc489c36921c6af7f3f_25_0,12863354220568584,리셋을 공격하는 녀석들 제거하기
c62a3b9c572d46ca823e1d8a0a001798_11_0,12863354220568581,고기 시장 방문하기
c684dd36776f40a7becea5c3a624dec7_111_0,43214497377521665,거너로이드 퇴치 완료
c684dd36776f40a7becea5c3a624dec7_65_0,12863354224762901,거너로이드 처치 완료
c88aa5a86fb0487ea2940b49d5a26a61_40_0,12863354224762882,볼트 버거 기다리기
d041259c46074c00896e43684af48ba9_89_0,45789048327888896,무료 고기!
d0e8fcbdc77f4b76892c67d9ba0008a2_65_0,45428356357808128,전구 폭발
d226c4e37ecc4efd9459d4eb10157033_73_0,12863354224762905,누커 활성화하기
d9554edb22ba42ddb94570a0b261f3e3_40_0,12863354220568590,고기 코어 확보하기
db2e0f5131304464a110d29750997d13_77_0,43614748405653504,셰프 구출 완료
db613423ab43495b808ae871d172820f_40_0,12863354224762880,노드 보호하기
ddbd21266895450a9263d7ddd491cf50_83_0,12863354224762924,탱거스 레이서 퇴치 완료
de34733aa21446248815db4a898e8278_104_0,31957267828957185,셰프 구출 완료
e1a978fc518c4eb495acc2987c36bb16_60_0,39648836050518016,테스트
e42ff4f67bcc4ec980f66f7325459554_73_0,12863354224762903,메가누커 찾기
e7d14953a4ce4343b8ec0afd82159bfc_101_0,20864094534664192,터빈 청소하기
e9386d0a8dbb4482bdefb58886c504b2_25_0,12863354220568582,고기기술자 리셋 찾기
eaef22943f4141959ba6d109230e29d0_92_0,12863354224762929,[InputAction:Gameplay/Jump] 키와 거미 다리를 사용해 틈새 건너기
ed78870de0ee4edc9c00f8d0e25bd930_100_0,46164313786580992,오리 퇴치 완료
eebf973a04794126a5f32ebeba654e8e_36_0,42829564469415936,처치 완료
eebf973a04794126a5f32ebeba654e8e_53_0,45655994116595712,버그재퍼 처치 완료
eebf973a04794126a5f32ebeba654e8e_84_0,13392082803392512,더트백 고정됨
efacc41cf94b40c4b9e9b32da808541b_44_0,12863354224762893,고기 섞기
f08e077d07fe4de585998d9e58be16a8_97_0,12863354228957184,[InputAction:Gameplay/LegsAbility] 키를 사용해 잔해 밑으로 슬라이딩!
f0962f6aedf542eb8754104f02dbc776_87_0,13043324691668993,수정을 정렬하여 포털 닫기
f287fe2f2c004c2bb1ad94e620e19a7d_35_0,13043324687474689,조사하기
f3a6135ac12f437db96c381b815fc86e_37_0,12863354220568588,타워 파괴 완료
fab40eedf6b84ce6a088171f41a3db3e_40_0,13533376630743043,노드 D
fb7ab8116fc8407f95fc700ec7e73fea_41_0,12863354224762884,티클러 퇴치 완료
fcf9f2b3388a439ebd895d5441e1652f_101_0,20866619597946883,부패 제거하기
ff4f7bf8a6c14791a0d538b070a535d6_73_0,12863354224762907,고기 코어 보호하기
ff4f7bf8a6c14791a0d538b070a535d6_90_0,31181757266366468,수확기 노드 방어하기
STG_1_e58baca8b4594c5c8b9ee8eb81f7ecb2,30928171548270592,"오, 이런! 헌터들한테 잡혔구나?!<br>흠, 내가 붙여 놓은 경고 포스터를 봤을 거라고 생각했는데."
STG_10_253905826c564fb2a5270da3f6110546,33128087058112513,"어서, 친구. 당장 출발해야 해!<br>바로 출발하자!"
STG_11_253905826c564fb2a5270da3f6110546,33136475515117568,"생일 축하해, 작은 친구!"
STG_12_29a85a0d1ea943ea96ec6907247dc477,45655991558070272,"공식적으로 발표하겠어, 생일 축하해!"
STG_12_2d920e29bd4e4060912784dfdac2cbca,34174556175327238,또 생일이야? 신나는데!
STG_12_2e38b79c84684f2aa45587b4fe0c0bd5,34174556175327237,"오, 생일 축하해, 꼬마 친구!"
STG_12_3a27ffa6fa314a5c8625d27093931a96,34174556175327234,"생일 축하해, 스퀴시!"
STG_12_3eb827e2e6064632b425c10921cbf907,34174556175327236,저 종 소리는 뭐야? 생일 축하해!
STG_12_4702726866014a76a515f75fffdd6c18,34174556175327232,내가 제일 좋아하는 녀석이야.
STG_12_887c915b3fc54337b9f436b5bc95e7a6,34174556175327239,"또 생일이네? 오, 맞다!"
STG_12_b5bdbdcabfc047a0b78d868a88bb74be,34174556175327235,또 행복한 생일이네!
STG_12_b737dec367b64b198466cda5b7c3d659,34174556175327233,"와, 그 생일은 정말 스퀴시할 것 같은데 "
STG_12_b9065185d40f4e6ab964735d41f28db9,34174556175327240,"그리고 또 생일 축하해, 꼬마 친구!"
STG_12_c76a5df566ac4228826d26e700509ad3,34174556175327241,생일 생일 축하 축하해!
STG_12_f1feac12173c43cbbb43b1e0a664f946,34174556175327242,뭘까? 생일 축하해!
STG_13_253905826c564fb2a5270da3f6110546,33139387419058176,"와우, 스퀴시!<br>네가 살아 돌아오다니 믿기지 않아!"
STG_14_e58baca8b4594c5c8b9ee8eb81f7ecb2,33297722948706304,기분이 안 좋아. 네가 거기서 죽는 줄 알았어.<br>네 친구들과 콩하고 놈들이랑...
STG_15_e58baca8b4594c5c8b9ee8eb81f7ecb2,33297722961289216,"아, 하지만 거기서 끝나지 않을 거야. 드디어 탱거스 타운을 찾았거든!"
STG_16_e58baca8b4594c5c8b9ee8eb81f7ecb2,33297722961289217,"이 프랑켄 연료로 거품을 일으켜서 그 행성계로 옮길 거야.<br>음, 요리가 좀 되겠어!"
STG_17_e58baca8b4594c5c8b9ee8eb81f7ecb2,33300395982839808,"세상에, 아직도 그 작은 딱총을 가지고 다니는 거야?<br>내가 더 좋은 걸 준비했어. 나한테 와서 말 걸어봐."
STG_18_e58baca8b4594c5c8b9ee8eb81f7ecb2,33301769751617536,인정하기엔 너무 마음이 아프지만... 스마트 고기 몸통이 만능은 아니니까.
STG_19_e58baca8b4594c5c8b9ee8eb81f7ecb2,33301769755811840,가끔은 좀 더 도움이 필요하지. 나랑 이야기 좀 하자고.
STG_2_e58baca8b4594c5c8b9ee8eb81f7ecb2,31228502341574656,"글쎄, 어쨌든 난 그 벌레 녀석들 문제에 도움이 될 만한 걸 가지고 있어.<br>그 더러운 놈들, 알았지? 와서 얘기해."
STG_20_e58baca8b4594c5c8b9ee8eb81f7ecb2,33308298840104960,"쉿. 어이, 어이, 스퀴시. 여기 뭔가 이상한 게 요리되고 있어.<br>와서 이야기 좀 하자."
STG_21_3b2f530890de4c1cb5f931eaf857b3c5,36007377365884930,"안녕, 스퀴시!"
STG_21_3c049bef12bf41418d16ee6b37dc86f6,36007377365884928,"안녕, 스퀴시! 너한테 줄 게 있어!"
STG_21_6f18a989231f4fafad627eb8654dae19,36007377365884933,스퀴시 녀석!
STG_21_8e4b1695c1e547178866cd55a320e8cd,36007377365884931,"안녕, 스퀴시! 좋은 게 있어."
STG_21_abd986d8f7154c44bd5d7cd3627ec641,36007377365884934,"어이, 친구! 줄 게 있어. 와서 얘기해 봐."
STG_21_c46b1dc527f447dc88e9cc8683e8f626,36007377365884929,"오, 여기서 달콤한 걸 요리하고 있지. 와서 말해, 스퀴시!"
STG_21_d3774b96d6264c68a5b66ebff7ede9f4,36007377365884932,"어서 와, 스퀴시. 새로운 걸 준비했어."
STG_22_e58baca8b4594c5c8b9ee8eb81f7ecb2,33311167362359296,무기는 개취니까 원하는 대로 해.<br>잘못된 결정이란 건 없어.
STG_23_e58baca8b4594c5c8b9ee8eb81f7ecb2,33312404489101312,"스퀴시, 네 재능에 대해 이야기해 볼까? 너 자신을 표현하고 싶지 않아?!"
STG_24_e58baca8b4594c5c8b9ee8eb81f7ecb2,33312404489101313,그럼 새로운 재능 터미널로 가보자고.<br>네가 다이아몬드처럼 빛나는 모습을 보고 싶어.
STG_25_e58baca8b4594c5c8b9ee8eb81f7ecb2,33315184792559616,"아, 인정하기는 좀 그렇지만 고기 몸통으로 모든 걸 할 수는 없잖아."
STG_26_e58baca8b4594c5c8b9ee8eb81f7ecb2,33315184792559617,"이 새로운 터미널을 확인하고 너의 궁극적인 잠재력을 깨우는 거야, 헤헤!"
STG_27_253905826c564fb2a5270da3f6110546,33318258437251072,왜 쓰레기를 주머니에 넣고 덜그럭거리며 돌아다니는 거야?
STG_28_253905826c564fb2a5270da3f6110546,33318258441445376,트레이더 마이크에게 가서 사용해 보는 건 어때?
STG_29_253905826c564fb2a5270da3f6110546,33318258441445377,"마이크는 인간 계산기라 할 수 있지. 그렇다고 인간이라는 건 아니고, 기계라고나 할까...? 글쎄..."
STG_3_253905826c564fb2a5270da3f6110546,33060789416878080,"잘 들어, 스퀴시. 고기 과학은 대단하다고 내가 말했었지, 하하.<br>흠, 내 자랑은 아니고."
STG_30_e58baca8b4594c5c8b9ee8eb81f7ecb2,33323369637076992,"후후, 이제 말이 좀 통하는군. 이 헌터 탐지기가 있으면<br>바이저 위에 작은 위협 측정기가 보일 거야."
STG_31_e58baca8b4594c5c8b9ee8eb81f7ecb2,33323369641271296,"다이얼이 왼쪽을 가리키고 있다면, 헌터들이 네가 뭘 하는지 전혀 모른다는 뜻이지."
STG_32_e58baca8b4594c5c8b9ee8eb81f7ecb2,33323369641271297,편안하게 앉아서 여유로운 시간을 보내라고.<br>하지만 다이얼이 흔들리고 오른쪽으로 돌기 시작하면...
STG_33_e58baca8b4594c5c8b9ee8eb81f7ecb2,33323369641271298,"...조심하는 게 좋을 거야. 헌터들이 네 특유의 냄새를 맡았다는 거거든.<br>미터기를 잘 살펴보고 너무 오래 머물지 마.<br>그럼 행운을 빌어, 스퀴시."
STG_34_e58baca8b4594c5c8b9ee8eb81f7ecb2,33332958667464704,드디어 한 마리 잡았군! 하하하하하!
STG_36_e58baca8b4594c5c8b9ee8eb81f7ecb2,33334462321254401,유용하고 맛있어... 오! 확실히 칼의 작품이야!
STG_37_e58baca8b4594c5c8b9ee8eb81f7ecb2,33334462321254402,칼 랭거스... 넌 망명 생활을 계속 해야 했어.
STG_38_e58baca8b4594c5c8b9ee8eb81f7ecb2,33334462321254403,헌터들이여! 녀석을 사냥해라!
STG_39_e58baca8b4594c5c8b9ee8eb81f7ecb2,33356874173636608,"오, 이게 바로 망가진 걸 고치는 데 필요한 거로군."
STG_4_253905826c564fb2a5270da3f6110546,33061804547497984,은하계에는 사람이 너무 많았어.<br>모두가 먹을 만큼 충분한 음식이 없었어.
STG_40_e58baca8b4594c5c8b9ee8eb81f7ecb2,33356874182025216,저 덩치 큰 녀석은 우리를 은하계 반대편까지 데려갈 만큼 충분한 연료를 가지고 있는데!
STG_41_e58baca8b4594c5c8b9ee8eb81f7ecb2,33356874182025217,랭거스!
STG_42_e58baca8b4594c5c8b9ee8eb81f7ecb2,33356874182025218,"음흠, 그것도 좋은데."
STG_43_e58baca8b4594c5c8b9ee8eb81f7ecb2,33356874182025219,"아냐, 스퀴시. 우린 여기서 나가야 해!"
STG_44_e58baca8b4594c5c8b9ee8eb81f7ecb2,33356874182025220,"아, 조용히 해!"
STG_45_e58baca8b4594c5c8b9ee8eb81f7ecb2,33356874182025221,"안녕 록시, 가는 거야 뭐야?"
STG_46_e58baca8b4594c5c8b9ee8eb81f7ecb2,33356874182025222,"계속 말 걸었잖아, 칼?"
STG_47_e58baca8b4594c5c8b9ee8eb81f7ecb2,33356874182025223,연료 공급 중이야. 잠시만 기다려.
STG_48_e58baca8b4594c5c8b9ee8eb81f7ecb2,33356874182025224,"널 믿을 수 없단 건 은하계 전체가 다 알아, 칼! 너도 마찬가지야."
STG_49_e58baca8b4594c5c8b9ee8eb81f7ecb2,33356874182025225,연료 주입 완료. 가속 준비.
STG_5_253905826c564fb2a5270da3f6110546,33061804547497985,내가 손을 대고 패러다임을 섞어보기 전까지는 몰랐어!
STG_50_e58baca8b4594c5c8b9ee8eb81f7ecb2,33356874182025226,워프 엔진 작동 중.
STG_51_e58baca8b4594c5c8b9ee8eb81f7ecb2,33360178878341120,"칼 랭거스, 두 번 다시 빠져나갈 수 없을 거다. 반드시 너랑 네 스마트 고기를 막을 거야."
STG_52_e58baca8b4594c5c8b9ee8eb81f7ecb2,33356874182025227,이제 주변 행성의 주민들도 괴물에게 잡아먹히는 것을 두려워하지 않고 살 수 있게 되었지.
STG_54_e58baca8b4594c5c8b9ee8eb81f7ecb2,33356874182025228,"록시, 새로운 고기는 어때?!"
STG_55_3216418ba9ee4b068876b913bb3ccef2,35503730513141760,정말 맛있게 요리해 준 고기 코어 기억해?<br>우린 그걸 이용해 행성에 사는 작은 생물을 유인해 낼 거야.
STG_56_9850ab8dd16e4c88acd86a61b4b87604,35512353628872704,지금까지 잘 해줬어. 하지만 아직 준비가 안 됐어.
STG_57_3216418ba9ee4b068876b913bb3ccef2,35521168852115456,고기 코어의 장점은 연료로 쓸 수 있다는 것만이 아니야.
STG_57_6eb5f1d5deb847879968ff2fe668935b,35521168860504064,마지막 걸 가져다가 정말 맛있게 요리해 볼 거야!
STG_58_275bd943a66748588ee27da032c5f150,35543002125426689,덩치는 분명 그 맛을 좋아할 거야. 내가 보장하지.
STG_58_3216418ba9ee4b068876b913bb3ccef2,35543002125426688,"오, 여기까지 냄새가 나는군. 잘했어, 스퀴시."
STG_59_9850ab8dd16e4c88acd86a61b4b87604,35549441904599040,"좋아, 여기 아래에서는 조금이라도 확률을 올려보자고."
STG_6_253905826c564fb2a5270da3f6110546,33061804547497986,모두가 랭거스 고기를 좋아했지.<br>우리 모두 행복하게 살 수 있었어...
STG_60_9850ab8dd16e4c88acd86a61b4b87604,35549441912987648,"글리지가 반대쪽에서 힘을 쓰지만 않는다면, 큰 매치에서 승리할 기회가 있을지도 모르지."
STG_61_3216418ba9ee4b068876b913bb3ccef2,35602782823112704,"이제 내려갈 시간이야, 스퀴시. 할 일이 너무 많아!"
STG_62_3216418ba9ee4b068876b913bb3ccef2,35605031553064960,"오오, 거대한 고기 코어, 바로 그거야.<br>걱정 마. 곧 다 이해될 거야. 그렇고말고."
STG_63_3216418ba9ee4b068876b913bb3ccef2,35606803042525184,"오, 함선이 저렇게 계속 돌아다니면 아무 데도 갈 수 없을 거야.<br>당장 내려가서 전부 정리하자고."
STG_64_3216418ba9ee4b068876b913bb3ccef2,35607727056084992,"우! 낡아서 망가진 함선은 더 이상 문제가 되지 않을 거야, 스퀴시."
STG_65_3216418ba9ee4b068876b913bb3ccef2,35935343428493312,"자, 스퀴시, 네가 거기 있는 동안 난 처리해야 할 일이 있어."
STG_66_9850ab8dd16e4c88acd86a61b4b87604,35935343436881920,"좋아, 꼬마. 댕거스 산에서 보자. 진짜 훈련을 시작하는 거야."
STG_67_97cd5e01156b401fb6af882b1854b014,37636387732709376,"아래에서 정말 고생했어, 스퀴시. 고마워..."
STG_68_97cd5e01156b401fb6af882b1854b014,37638091802927104,문제가 좀 생겼는데... 네가 아직 공식적으로 팀에 합류하지 않았다는 거야!
STG_69_97cd5e01156b401fb6af882b1854b014,37638091807121408,그러니까 서류 정리를 좀 하고 다시 와. 현장으로 다시 내려가야 하거든!
STG_7_253905826c564fb2a5270da3f6110546,33120374009880576,워워! 잠시만.<br>여기에는 오늘이 네 첫 번째 생일이라는데...
STG_71_e58baca8b4594c5c8b9ee8eb81f7ecb2,37759772638830592,[씹는 소리]
STG_72_a644546f9bb14ed1bab969e3c0e91ae8,37759772638830593,그러니까 난 내가 맛을...
STG_73_782afe4905044999baa6ba80ab59e5c3,37759772638830594,...칼!
STG_74_354fe9732f974003a3c36d9537d17af2,38614139122212864,날 쳤어! 넘어졌다고!
STG_75_354fe9732f974003a3c36d9537d17af2,38614139126407168,"오, 안돼!"
STG_76_e58baca8b4594c5c8b9ee8eb81f7ecb2,38614139126407169,"오, 이런... 저건 고기 성이야."
STG_77_354fe9732f974003a3c36d9537d17af2,38614139126407170,뭔가 이상한 걸! 여기서 나가야 해!
STG_78_354fe9732f974003a3c36d9537d17af2,38614139126407171,"오오, 좋지 않은데."
STG_79_354fe9732f974003a3c36d9537d17af2,38614139126407172,놈들이 우리에게 고기 마법을 쓰고 있어!
STG_8_253905826c564fb2a5270da3f6110546,33128087053918208,누구?! 워! 이봐! 새로운 게 왔으면<br>나한테 말했어야지. 어서!  
STG_80_354fe9732f974003a3c36d9537d17af2,38614139126407173,"놈들이 앞유리 쪽에 있어!<br>록시, 새로 나온 고기 어때?!"
STG_81_354fe9732f974003a3c36d9537d17af2,38614139126407174,"잠깐만, 글래시."
STG_82_354fe9732f974003a3c36d9537d17af2,38614139126407175,"우두둑, 어...<br>지금 당장 여기서 나가자!"
STG_83_67ffa4aa801547e08f42ad692cdaa0a5,43573508251312128,"난리를 치며 돌아다니는 거야, 알겠지?"
STG_83_af11e610266c43dfa34d0537058cd719,43571889296105472,아래로 내려가서 DNA에 집중해야 해.
STG_83_e58baca8b4594c5c8b9ee8eb81f7ecb2,43570063645597696,스마트 고기가 있다고 해서 스마트한 두뇌를 가지고 있다는 의미는 아니야.
STG_84_9850ab8dd16e4c88acd86a61b4b87604,45655991562264576,"솔직히 말할게, 꼬마야. 이 싸움은 전혀 공평하지 않아.<br>너도 알다시피 이 돌연변이 자식들은 글리지 걸프를 이용해 강화되고 있어."
STG_85_9850ab8dd16e4c88acd86a61b4b87604,45655991562264577,"좋아, 챔피언. 이게 바로 네가 훈련해 온 이유야!"
STG_9_253905826c564fb2a5270da3f6110546,33128087058112512,"자, 어쨌든 이제 제대로 된 소개를 하지.<br>안타깝게도 첫날부터 늦었군!"
ABC_Name_1,346366113996800,광선
ABC_Name_2,346366126579712,범위 효과
ABC_Name_3,346366126579713,소환
ABC_Name_4,346366126579714,발사체
ABC_Name_5,346366126579715,버프
ABC_Name_6,346366126579716,이동
ABL_Desc_2,346366126579718,주변의 적들을 공격하는 포탑을 설치합니다.
ABL_Name_2,346366126579717,탄도 포탑
ABL_Desc_3,346366126579720,"길게 누르면 충전이 되고, 앞으로 돌진하여 폭발합니다."
ABL_Name_3,346366126579719,터보 차지
ABL_Desc_7,346366126579722,"<#FFEB04><link=""Keyword:12"">[전기]</link></color> 피해를 입히는 폭탄을 던집니다."
ABL_Name_7,346366126579721,에너지 폭탄
ABL_Desc_8,346366126579724,바라보는 방향으로 빠르게 움직입니다.
ABL_Name_8,346366126579723,돌진
ABL_Desc_9,346366126579726,"친구 리셋에게 도움을 요청합니다! <br>근처 적을 끌어당기고 <#FFEB04><link=""Keyword:5"">[운동]</link></color> 피해를 입힙니다."
ABL_Name_9,346366126579725,프리 허그
ABL_Desc_27,346366126579728,충돌 시 폭발하는 거대한 로켓입니다.
ABL_Name_27,346366126579727,고기 미사일
ABL_Desc_52,346366130774017,지뢰를 일렬로 설치합니다.
ABL_Name_52,346366130774016,지뢰
ABL_Desc_53,346366130774019,"앞으로 순간이동하고 공중 보행을 획득합니다.<br>10초 동안 근접 공격의 <#FFEB04><link=""Keyword:5"">[운동]</link></color> 피해가 50% 증가합니다"
ABL_Name_53,346366130774018,바람걸음
ABL_Desc_56,346366130774021,"<#FFEB04><link=""Keyword:5"">[운동]</link></color> 피해를 입히고 적을 뒤로 밀어내는 충격파를 생성합니다."
ABL_Name_56,346366130774020,충격파
ABL_Desc_63,346366130774023,앞으로 돌진하여 폭발을 일으킵니다.
ABL_Name_63,346366130774022,폭발적인 돌진
